text	page_id	page_title	page_revisions	chars
The Popular monuments of Tallinn are: Passaggio di Santa Caterina, Chiesa di San Nicola, Piattaforma-belvedere di Patkuli, Alexander Nevsky Cathedral , Chiesa di Sant'Olaf e la torre, Cintura muraria di Tallin, Farmacia municipale, Il giardino del Re di Danimarca, Museo marittimo estone-Torre Margherita la Grassa, Museo Estone di Storia Naturale, la Confraternita delle Teste Nere, Stanza di Marzapane di Kalev, Torre della fanciulla, Museo delle marionette NUKU, Museo della città di Tallin, Municipio di Tallin, Castle of Toompea, Piazza delle torri, Porta di Viru e Piazza della libertà	8634	Tallinn	56	591
Tallinn is a small gem in the forests and is an intimate and very romantic place. Tallinn has undergone the influence of Finland for centuries, and this is the result that is more similar to the Scandinavian countries and not to the Baltic countries. The tradition of the Christmas tree was born in Tallinn. there is the tomb of Don Giovanni.	8634	Tallinn	56	342
The typical dishes of Tallinn are:The Sült which is a kind of stew accompanied by jelly, the Mulgikapsad which is pork often accompanied by sauerkraut or potatoes, the Verivorst which is a typical Christmas dish with jam and berries, the Marinated Eels which is smoked fish, the Silgusoust which a type of fish cooked with bacon and served with sweet sauce, the Rossolye it is a salad of herring beets in sweet and sour sauce.	8634	Tallinn	56	426
Paris (nicknamed the City of light) is the biggest city and the capital of France. The city has a lot of important monuments like Eiffel Tower. Paris has 2,243,833 inhabitants (2010) and an area of 105,40 km². If suburbs are counted, the population of the Paris area rises to 12 million people. (*)	447	Paris	56	298
Paris is also the center of French economy, politics, traffic and culture. Paris has many art museums and historical buildings. As a traffic center, Paris has a very good underground subway system (called the Metro). It also has two airports. The Metro was built in 1900, and its total length is more than 200 km.	447	Paris	56	313
As the Roman Empire began to fall apart in the West, the Germanic tribe called the Franks moved in, taking it in 464. In 506, their king Clovis I made it his capital. Charlemagne moved his capital to Aachen in Germany, but Paris continued as an important town and was attacked by the Vikings twice. When Hugh Capet became king of France in 987, he again made Paris his capital. For a long time, the kings only controlled Paris and the surrounding area, as much of the rest of France was in the hands of barons or English. During the Hundred Years' War, the English controlled Paris from 1420 to 1437.	447	Paris	56	600
"During the Protestant Reformation, a huge massacre of French Protestants started there in 1572, called the Saint Bartholomew Day Massacre. Paris saw many other troubles over the years of the ""Ancien Regime"" (Old Kingdom), then in 1789, the French Revolution began in Paris, leading to more massacres."	447	Paris	56	300
Paris was the Capital of the French Empire which, as well as France, covered Spain, Belgium, Holland, Luxembourg, Switzerland, Italy, most of Germany and some of Austria, Croatia, Slovenia and Poland. The Empire ruled by Napoleon was from 1804-1814/1815. The Russian army seized Paris from Napoleon in 1814, and the Prussian army captured it in 1871. The next time it was captured was by the Nazi Germans in 1940. The Allies freed the city in 1944 and it has not since been captured.	447	Paris	56	483
The Eiffel Tower is the most famous sight in Paris, built by Gustave Eiffel in 1889 with 6,300 tons of iron — that means 18,000 pieces of iron and 2.5 million rivets. With a height of 300 meters, for a long time it was the highest tower in the world. Over 6 million people visit it every year. There are three levels that you can visit, and the highest one is 2nd above the ground. It was made for a fair, but the French government wanted to tear it down. With rising popularity, it stayed.	447	Paris	56	490
The Louvre is a museum with very famous, old works of art, such as the Mona Lisa and the Venus di Milo. The building was built as a house for French kings. The Louvre is the third biggestomuseum in the world, with 60,000 square meters of show room. (*) It is the most visited art museum in the world with 0ver five million people visit it each year.	447	Paris	56	349
Because the city of Paris is roughly only six miles across, visitors have a wide range of options when it comes to transportation. While much of the more well-known attractions are in the center of the city and are best experienced by walking, there are many destinations that require other means of transport. While taxis offer a fast and relatively inexpensive means of travel, Paris’ public transportation system offers an enjoyable, stress-free way to explore the city.	447	Paris	56	473
The Paris Métro system was built in 1900 by engineer Fulgence Bienvenüe and architect Hector Guimard. The Métro covers over 124 miles with 300 stations (*) and 16 lines. Servicing over 6 million residents and tourists every day, the Métro was designed to be an efficient and reliable alternative to the congestion of traffic. Every building in Paris is less than 500 meters from a train station, so accessibility is never a problem. The 16 Métro lines are identified by their final destinations. A rider can simply select the appropriate line and take it in the direction s/he wants. The Métro stations are well marked, and there are ticket booths at most entrances.	447	Paris	56	666
Source : this page has been adapted from the page « Paris » on Vikidia in French. (Authors list) and this page has been expanded with information from the article « Paris » on simple Wikipedia. (Authors list)https://simple.wikipedia.org/w/index.php?title=Paris&action=history	447	Paris	56	275
"(*) INSEE. ""Commune : Paris (75056) – Thème : Évolution et structure de la population"". http://www.recensement.insee.fr/chiffresCles.action?codeMessage=5&plusieursReponses=true&zoneSearchField=PARIS&codeZone=75056-COM&idTheme=3&rechercher=Rechercher. Retrieved 3 May 2015."	447	Paris	56	272
Barbie is best known as a toy doll. Starting as just a doll, Barbie became a brand. It is most common in the United States. It is named after a girl named Barbara. Barbara was the toy maker's daughter. Though the brand is most famous for the doll, other merchandise has been created with the Barbie name such as games, movies, videos, clothing, accessories, and books. The clothes and fashion accessories allow girls a taste of high fashion.	6982	Barbie	57	441
